,title,paragraph_num,paragraph_text,actors_in_paragraph,actors_list,2_plus_actors,numb_unique_actors
61271,Stand van zaken stikstof en landelijk gebied,41,"In de Regeling van Werkzaamheden van 5 juli 2022 (Handelingen II 2021/22, nr. 100, Regeling van Werkzaamheden) heeft het lid Eerdmans (JA21) gevraagd om een brief over de stikstofplannen waaraan wordt gewerkt voor sectoren zoals mobiliteit en industrie.
Ook de sectoren industrie en mobiliteit staan voor een zeer grote verduurzamingsopgave, gezien de klimaat-, stikstofen luchtkwaliteitsproblematiek.
Op de verduurzaming van deze sectoren wordt flink ingezet via onder andere het beleidsprogramma Klimaat en Energie.
Denk hierbij aan aangescherpte emissienormen, de nieuwe personenauto’s die in 2030 emissievrij moeten zijn, en de maatwerkafspraken met de 10–20 grootste industriële CO 2-uitstoters waarover de Tweede Kamer separaat door collega-bewindspersonen wordt geïnformeerd.
Via deze en andere maatregelen wordt ook de uitstoot van stikstof gereduceerd.
Besluitvorming over maatregelen voor deze sectoren loopt voornamelijk mee met de timing van het klimaatbeleid.
Voor besluitvorming over sectordoelen op het vlak van stikstof zullen de geactualiseerde prognoses uit de klimaaten energieverkenning (KEV) 2022 worden benut, waartoe door de Kamer verzocht is in motie van het lid Grinwis c.s. 14 Kamerstuk 33 576, nr. 307..
Voorzien is om de sectordoelen voor de industrie en de mobiliteit richtinggevend vast te stellen begin 2023, en conform de motie van het lid Van Campen c.s. 15 Kamerstuk 33 576, nr. 302. definitief op 1 juli 2023, wanneer ook de gebiedsdoelen definitief worden.
Conform mijn toezegging in het plenaire debat stikstof van 23 juni 2022 zal ik na de zomer 2022 in afstemming met de betrokken bewindspersonen een brief sturen over de uitgangspunten en het proces van totstandkoming van de sectordoelen, zoals toegezegd aan het lid Klaver (GroenLinks).
Koplopers Agrarische ondernemers die biologisch of natuurinclusief boeren of die anderszins koploper zijn bij de reductie van stikstof, leveren op dit moment een positieve bijdrage aan de gebiedsdoelen voor stikstof, natuur en water.
Hun werkwijze draagt bij aan de vermindering van stikstofuitstoot, verbetert de waterkwaliteit door verminderd gebruik van gewasbeschermingsmiddelen en mest en leidt tot meer biodiversiteit en een betere bodemkwaliteit.
De uitwerking van de opgaven in de gebiedsprocessen biedt de ruimte om rekening te houden met agrarische ondernemers die al forse inspanningen op dit vlak geleverd hebben.
Hier zal het kabinet conform motie van het lid Tjeerd De Groot c.s. 16 Kamerstuk 33 576, nr. 290.
zoveel mogelijk ruimte aan bieden.","['Eerdmans', 'Campen', 'Klaver', 'De Groot']","['Eerdmans', 'Campen', 'Klaver', 'De Groot']",True,4
61283,Stand van zaken stikstof en landelijk gebied,53,"Het kabinet komt zo snel mogelijk, conform motie van de leden Tjeerd de Groot en Van Campen (Kamerstuk 35 925 XIV, nr. 106) met een wetsvoorstel om de doelstellingen in de wet stikstofreductie en natuurverbetering van 2035 naar 2030 te versnellen.
Vergunningverlening voor (nieuwe) activiteiten, of het nu gaat om PAS-melders, energieprojecten, woningbouw of defensie, blijft vooralsnog lastig, omdat het verlenen van een vergunning niet zondermeer mogelijk is als de activiteit bijdraagt aan de verdere overschrijding van de kritische depositiewaarde op één of meer Natura 2000-gebieden.
Versnellingen moeten in de jaren 2022 en 2023 bijdragen aan de doelen in de integrale gebiedsgerichte aanpak: natuur (inclusief stikstof), water en klimaat.
Beoordeeld is of bepaalde maatregelen – vooruitlopend op de gebiedsprogramma’s – in 2022 en 2023 uitgevoerd kunnen worden.
Of dat waar mogelijk handelingsperspectief geboden kan worden aan de landbouw, en of delen van de gebiedsprocessen naar voren gehaald kunnen worden of verbeterd kunnen worden.
Er zal ook nader worden bekeken of ruimte die vrijkomt uit de versnellingsopties opgenomen kan worden in de stikstofbank.
De provinciale voorstellen voor versnelling bevatten ook onderdelen die gericht zijn op het gezamenlijk leren en op de transitie en innovatie van de landbouw.
De voorstellen geven hiermee een goede mix van maatregelen gericht op natuurherstel, opkoop, en innovatie onder strikte voorwaarden.
Het kabinet geeft hiermee ruimte in gebieden om de transitie van de landbouw een aanzet te geven.","['de Groot', 'Campen']","['de Groot', 'Campen']",True,2
62020,Voortgang mondiale klimaatdiplomatie,49,"Conform motie Kamerstuk 35570-V, nr. 72 van de leden Brekelmans en Mulder over het noordpoolgebied.","['Brekelmans', 'Mulder']","['Brekelmans', 'Mulder']",True,2
62079,Voortgang mondiale klimaatdiplomatie,108,"Op initiatief van Nederland zijn op COP27 de eerste China – EU (EDEO en een aantal EU-lidstaten) klimaatgezantenconsultaties gehouden.
En marge van de G20-bijeenkomst in Bali bevestigden Chinese President Xi en Minister-president Rutte de wens om samen te werken op klimaat.
Naar aanleiding hiervan wordt een aantal initiatieven op klimaatadaptatie, -mitigatie, duurzaam transport, circulaire economie en duurzame zorg verder ontwikkeld.
Vietnam Nederland heeft met Vietnam strategisch partnerschapsakkoorden op klimaatadaptatie, duurzame landbouw, voedselzekerheid en waterbeheer.
De Nederlandse ambassade ondersteunt o.a. met het Partners voor Water programma en het RVO instrumentarium de groene agrotransformatie van intensieve rijstteelt naar duurzame productie van hoogwaardige producten (fruit, kweekvis/garnalen) en biodiversiteit (mangrove herstel).
Zo wordt een bijdrage geleverd aan de duurzame, sociale en economische ontwikkeling van de Mekong Delta en het bereiken van de klimaatdoelen, met name adaptatie.","['Xi', 'Rutte']","['Xi', 'Rutte']",True,2
62131,Verslag van een schriftelijk overleg met de minister van LNV over uitvoering motie afspraken toekomstperspectief landbouwsector,10,"Koffeman (PvdD), Faber-van de Klashorst (PVV), Van Strien (PVV), Gerkens (SP), Atsma (CDA) (ondervoorzitter), N.J.J. van Kesteren (CDA), Pijlman (D66), Schalk (SGP), Klip-Martin (VVD), Van Rooijen (50PLUS), Van Ballekom (VVD), De Blécourt-Wouterse (VVD), Crone (PvdA), Dessing (FVD), Van Gurp (GL), Huizinga-Heringa (CU), Kluit (GL), Van der Linden (FractieNanninga) (voorzitter), Meijer (VVD), Otten (Fractie-Otten), Prins (CDA), Vendrik (GL), Van der Voort (D66), Berkhout (Fractie-Nanninga), Raven (OSF), Karakus (PvdA), vac.
(PvdD)","['Koffeman', 'Strien', 'van Kesteren', 'Rooijen', 'Gurp', 'Van der Linden', 'Meijer', 'Prins', 'Vendrik', 'Raven']","['Koffeman', 'Strien', 'van Kesteren', 'Rooijen', 'Gurp', 'Van der Linden', 'Meijer', 'Prins', 'Vendrik', 'Raven']",True,10
62144,Verslag van een schriftelijk overleg met de minister van LNV over uitvoering motie afspraken toekomstperspectief landbouwsector,23,"Vragen en opmerkingen van de leden van de fracties van de SGP
De leden van de fractie van de SGP hebben met belangstelling kennisgenomen van uw brief aan de SER, met het verzoek om een eerste verkenning uit te voeren ten aanzien van kort gezegd een te sluiten landbouwakkoord.
Deze leden hebben nog enkele vragen.
U heeft de SER verzocht om deze verkenning uit te voeren en op te leveren uiterlijk begin april.
Deze termijn is reeds verstreken.
Kunt u aangeven op welke termijn de verkenning wordt opgeleverd door de SER?
De leden van de fractie van de Partij voor de Dieren sluiten zich aan bij deze vraag.
De oplevering van de verkenning begin april was bedoeld m et het oog op de formatie van een nieuw kabinet.
Op dit moment verzamelt de informateur, de heer Tjeenk Willink, de inhoudelijke thema’s die in een regeerakkoord zouden kunnen worden opgenomen.
Kunt u bevorderen dat ook het te sluiten landbouwakkoord onderdeel wordt van deze informatieronde?
Tijdens het debat in de Eerste Kamer op 2 maart 20214 is een aantal toezeggingen5 gedaan die ook van belang kunnen zijn voor de verkenning door de SER.
Kunnen de leden van de Eerste Kamer ervan uitgaan dat de SER in kennis is gesteld van deze toezeggingen, zodat deze ook onderdeel zijn van de door u gevraagde verkenning?
De leden van de vaste commissie voor Economische Zaken en Klimaat / Landbouw, Natuur en Voedselkwaliteit zien uw reactie met belangstelling tegemoet en ontvangen deze graag uiterlijk 21 mei 2021.
Voorzitter van de vaste commissie voor Economische Zaken en Klimaat / Landbouw, Natuur en Voedselkwaliteit L.P. van der Linden","['Willink', 'van der Linden']","['Willink', 'van der Linden']",True,2
62199,TM-lijst - per 19 januari 2023,31,"Drok en Hermans van Windesheim met de partijen in het veld (lokale en regionale media) gehouden.
Een vervolgbijeenkomst is volgens de partijen noodzakelijk.
PS wordt daarna geïnformeerd over kansen en bedreigingen.","['Drok', 'Hermans']","['Drok', 'Hermans']",True,2
62897,Antwoord op vragen van het lid Boswijk over de effecten van de Europese Green Deal op de landbouwopbrengst,5,"Vragen van het lid Boswijk (CDA) aan de Minister van Landbouw, Natuur en Voedselkwaliteit over effecten van de Europese Green Deal op de landbouwopbrengst (ingezonden 20 januari 2022).
Antwoord van Minister Staghouwer (Landbouw, Natuur en Voedselkwaliteit) (ontvangen 10 februari 2022).","['Boswijk', 'Staghouwer']","['Boswijk', 'Staghouwer']",True,2
63180,Bijlage 1 - Veenweideprogramma-2021-2030-print-2-lr,69,"Douwe Hoogland, gedeputeerde provincie Fryslân, Jan van Weperen, dagelijks bestuur","['Hoogland', 'van Weperen']","['Hoogland', 'van Weperen']",True,2
63202,Bijlage 1 - Veenweideprogramma-2021-2030-print-2-lr,91,Aldeboarn/de Deelen en Hege Warren).,"['Deelen', 'Warren']","['Deelen', 'Warren']",True,2
63224,Bijlage 1 - Veenweideprogramma-2021-2030-print-2-lr,113,"We gaan door met de integrale gebiedsaanpak in veenweide-ontwikkelgebieden.
In deze gebieden gaan we aan de slag met combinaties van de acties uit de andere programma lijnen.
Naast landbouw als economische drager, wordt onderzocht welke andere economische dragers in het gebied versterkt en ontwikkeld kunnen worden.
We intensiveren de aanpak in de ‘ontwikkelgebieden’ Hege Warren en Aldeboarn de Deelen.
Zo gauw we voldoende middelen hebben verkregen doen we hetzelfde in de kans rijke gebieden Idzegea, Brekkenpolder, Groote Veenpolder en Grouster Leechlân.
Als we nog meer middelen weten te verkrijgen breiden we tijdens de looptijd van het programma de gebiedsaanpak uit naar andere gebieden waar sprake is van meerdere samenhangende doelstellingen en kansen om verschillende instrumenten elkaar te laten versterken.
Als in de tussentijd in andere gebieden initiatieven van onderop ontstaan kan dit leiden tot nieuwe gebieds processen.
Verder ondersteunen we nieuwe vormen van samen werking die bijdragen aan de doelen; 6.
Onderzoek en monitoring
Over sommige vraagstukken is meer kennis nodig om de beste oplossingen te kunnen toepassen, met name over bodemdaling, CO2-uitstoot en verdienmodellen.
We ontwikkelen een monitoringssysteem om de bodemdaling en broeikasgasemissie te kunnen volgen.
We doen actief mee in het Nationaal Kennisprogramma Bodemdaling en in het Nationaal Onderzoeksprogramma Broeikasgassen Veenweide.
De totale kosten van dit Veenweideprogramma ramen we voorlopig op ruim 550 miljoen euro (de totstandkoming van deze raming staat in hoofdstuk 9).
Bij de diverse herijkmomenten kijken we ook hier steeds naar en stellen het bedrag bij als daar aanleiding toe is.
Hier staan middelen van rijk, provincie en waterschap tegenover, maar deze zijn nog niet voldoende om alle kosten te dekken.
Omdat dit Veenweideprogramma meerdere doelen dient, zetten we ook in op medefinanciering vanuit andere doelen.
Om stap voor stap te komen tot het geld dat nodig is gaan we actief op zoek naar aanvullende middelen bij het rijk, het Europees Gemeenschappelijk Landbouwbeleid (GLB) en andere Europese fondsen en private investeerders (bijv. bankensector).
En als gezegd, we gaan pas aan de slag daar waar ook voldoende geld is om dat te kunnen doen.","['Warren', 'Deelen']","['Warren', 'Deelen']",True,2
63374,Bijlage 1 - Veenweideprogramma-2021-2030-print-2-lr,263,In twee van de kansrijke gebieden (Hege Warren en Aldeboarn de Deelen) het gebiedsproces te intensiveren om een verandering op gang te brengen;,"['Warren', 'Deelen']","['Warren', 'Deelen']",True,2
63642,Bijlage 1 - Veenweideprogramma-2021-2030-print-2-lr,531,"Vanwege de grote waarde ervan gaan we door met de integrale gebiedsaanpak.
We verdelen de bestaande kansrijke gebieden in twee categorieën.
We benoemen die kans­ rijke gebieden waar niet alleen inhoudelijke kansen liggen en maatschappelijke energie is maar ook al voldoende budget tot ontwikkelgebieden.
Concreet gaat dat om Aldeboarn - De Deelen en Hege Warren.
In deze gebieden gaan we over de volle breedte aan de slag.
We combineren de acties die in de programmalijnen It Nije Buorkjen, Waterbeheer en klimaatadaptatie en Leefomgeving, natuur en bio diversiteit zijn uitgewerkt met andere koppel kansen om te komen tot een integraal en duurzaam gebieds perspectief.
In de overige kansrijke gebieden gaan we door met experimenten en onderzoek en vooral met de zoek tocht naar middelen om deze gebieden zo snel mogelijk ook tot ontwikkelgebied te kunnen omdopen, met bij behorende intensievere aanpak.
Om de ambities voor 2030 te kunnen bereiken hopen we gedurende de looptijd van het programma naast de huidige kansrijke gebieden ook nog nieuwe veenweide-ontwikkelgebieden te kunnen toevoegen.
We richten ons daarbij in eerste instantie vooral op het veenweidegebied met een veen pakket dikker dan 80 cm.
In alle gebieden zullen we keuzes samen met het gebied gaan voorbereiden en maken.
Ook zullen we de leerervaringen die al opgedaan zijn in de huidige gebieden benutten.
In het streven naar een duurzaam toekomstperspectief voor het veenweidegebied wordt, naast landbouw als economische drager, onderzocht welke andere economische dragers in het gebied versterkt of ontwikkeld kunnen worden.
Nieuwe vormen van samenwerking kunnen een effectieve aanpak in een gebied verder bevorderen.","['Deelen', 'Warren']","['Deelen', 'Warren']",True,2
63906,Bijlage 1 - Veenweideprogramma 2021-2030,69,"Douwe Hoogland, gedeputeerde provincie Fryslân, Jan van Weperen, dagelijks bestuur","['Hoogland', 'van Weperen']","['Hoogland', 'van Weperen']",True,2
63928,Bijlage 1 - Veenweideprogramma 2021-2030,91,Aldeboarn/de Deelen en Hege Warren).,"['Deelen', 'Warren']","['Deelen', 'Warren']",True,2
63950,Bijlage 1 - Veenweideprogramma 2021-2030,113,"We gaan door met de integrale gebiedsaanpak in veenweide-ontwikkelgebieden.
In deze gebieden gaan we aan de slag met combinaties van de acties uit de andere programma lijnen.
Naast landbouw als economische drager, wordt onderzocht welke andere economische dragers in het gebied versterkt en ontwikkeld kunnen worden.
We intensiveren de aanpak in de ‘ontwikkelgebieden’ Hege Warren en Aldeboarn de Deelen.
Zo gauw we voldoende middelen hebben verkregen doen we hetzelfde in de kans rijke gebieden Idzegea, Brekkenpolder, Groote Veenpolder en Grouster Leechlân.
Als we nog meer middelen weten te verkrijgen breiden we tijdens de looptijd van het programma de gebiedsaanpak uit naar andere gebieden waar sprake is van meerdere samenhangende doelstellingen en kansen om verschillende instrumenten elkaar te laten versterken.
Als in de tussentijd in andere gebieden initiatieven van onderop ontstaan kan dit leiden tot nieuwe gebieds processen.
Verder ondersteunen we nieuwe vormen van samen werking die bijdragen aan de doelen; 6.
Onderzoek en monitoring
Over sommige vraagstukken is meer kennis nodig om de beste oplossingen te kunnen toepassen, met name over bodemdaling, CO2-uitstoot en verdienmodellen.
We ontwikkelen een monitoringssysteem om de bodemdaling en broeikasgasemissie te kunnen volgen.
We doen actief mee in het Nationaal Kennisprogramma Bodemdaling en in het Nationaal Onderzoeksprogramma Broeikasgassen Veenweide.
De totale kosten van dit Veenweideprogramma ramen we voorlopig op ruim 550 miljoen euro (de totstandkoming van deze raming staat in hoofdstuk 9).
Bij de diverse herijkmomenten kijken we ook hier steeds naar en stellen het bedrag bij als daar aanleiding toe is.
Hier staan middelen van rijk, provincie en waterschap tegenover, maar deze zijn nog niet voldoende om alle kosten te dekken.
Omdat dit Veenweideprogramma meerdere doelen dient, zetten we ook in op medefinanciering vanuit andere doelen.
Om stap voor stap te komen tot het geld dat nodig is gaan we actief op zoek naar aanvullende middelen bij het rijk, het Europees Gemeenschappelijk Landbouwbeleid (GLB) en andere Europese fondsen en private investeerders (bijv. bankensector).
En als gezegd, we gaan pas aan de slag daar waar ook voldoende geld is om dat te kunnen doen.","['Warren', 'Deelen']","['Warren', 'Deelen']",True,2
